base_size,layer_index,petal_index,opening_degree,base_width,length,curvature,twist_angle,thickness
1.5604,3,9,0.3845,0.452603,1.277783,0.286216,290.6883,0.036915
1.5604,3,10,0.3845,0.489485,1.443528,0.226422,309.6662,0.033068
1.5604,3,11,0.3845,0.454936,1.500509,0.258951,344.4295,0.035831
1.5604,3,12,0.3845,0.470154,1.551019,0.269362,375.8552,0.036817
4.3679,1,0,0.8674,1.031952,2.171598,0.594301,0.0,0.104926
4.3679,1,1,0.8674,1.14208,2.323979,0.615884,27.2244,0.126917
4.3679,1,2,0.8674,1.00295,2.239364,0.702704,54.6901,0.11825
4.3679,1,3,0.8674,1.044654,2.108171,0.648632,82.3622,0.121033
4.3679,1,4,0.8674,1.025807,2.100378,0.66757,107.012,0.113703
4.3679,2,0,0.8674,1.217305,2.848181,0.445254,0.0,0.108422
4.3679,2,1,0.8674,1.132542,3.128811,0.434042,35.2811,0.102022
4.3679,2,2,0.8674,1.137431,3.032156,0.426855,66.9359,0.110749
4.3679,2,3,0.8674,1.131203,3.038586,0.460608,102.2942,0.105728
4.3679,2,4,0.8674,1.241454,2.976135,0.469034,143.6466,0.109397
4.3679,2,5,0.8674,1.153812,2.994512,0.481901,176.9017,0.114453
4.3679,2,6,0.8674,1.155631,3.362929,0.393041,200.8351,0.099553
4.3679,2,7,0.8674,1.154836,3.40988,0.430533,237.0749,0.10854
4.3679,3,0,0.8674,1.286918,4.638345,0.225172,0.0,0.099939
4.3679,3,1,0.8674,1.423328,4.256423,0.225555,31.5762,0.102927
4.3679,3,2,0.8674,1.274085,4.324465,0.210414,62.7329,0.100154
4.3679,3,3,0.8674,1.260224,4.409769,0.216209,96.6137,0.091215
4.3679,3,4,0.8674,1.356813,4.557979,0.213848,123.3036,0.096223
4.3679,3,5,0.8674,1.260658,4.359215,0.198469,158.2648,0.091915
4.3679,3,6,0.8674,1.337549,4.452106,0.223664,184.051,0.09427
4.3679,3,7,0.8674,1.34466,4.236801,0.237115,216.1923,0.092441
4.3679,3,8,0.8674,1.343066,4.668186,0.20675,252.0606,0.089643
4.3679,3,9,0.8674,1.334877,4.378524,0.229162,278.3015,0.092574
4.3679,3,10,0.8674,1.373076,4.456706,0.210128,322.4824,0.100254
4.3679,3,11,0.8674,1.283118,4.616252,0.230868,352.2452,0.092743
4.3679,3,12,0.8674,1.316745,4.614152,0.233269,367.9603,0.108632
1.6688,1,0,0.0277,0.384535,0.677537,0.930226,0.0,0.043808
1.6688,1,1,0.0277,0.397544,0.753286,0.887359,26.4521,0.04691
1.6688,1,2,0.0277,0.387852,0.66676,0.841325,56.146,0.046593
1.6688,1,3,0.0277,0.40383,0.649753,0.947962,86.8424,0.049683
1.6688,1,4,0.0277,0.431959,0.628988,0.912451,116.3315,0.049923
1.6688,2,0,0.0277,0.425193,0.883455,0.646721,0.0,0.045742
1.6688,2,1,0.0277,0.452121,0.931913,0.591448,35.4415,0.044777
1.6688,2,2,0.0277,0.438365,0.937722,0.583682,69.6479,0.04255
1.6688,2,3,0.0277,0.445453,0.896578,0.63356,102.996,0.044781
1.6688,2,4,0.0277,0.463353,0.931512,0.608466,138.5718,0.042668
1.6688,2,5,0.0277,0.420318,0.904902,0.607014,176.1781,0.043483
1.6688,2,6,0.0277,0.494883,0.88903,0.639107,206.4007,0.042072
1.6688,2,7,0.0277,0.47608,0.850828,0.610267,240.4543,0.04328
1.6688,3,0,0.0277,0.505489,1.275683,0.296774,0.0,0.039156
1.6688,3,1,0.0277,0.514255,1.456676,0.300507,31.0878,0.037143
1.6688,3,2,0.0277,0.531406,1.393317,0.302179,64.099,0.037791
1.6688,3,3,0.0277,0.491965,1.215301,0.305115,93.4323,0.039652
1.6688,3,4,0.0277,0.502178,1.415387,0.286303,128.9627,0.036289
1.6688,3,5,0.0277,0.538582,1.307548,0.277017,161.3431,0.038686
1.6688,3,6,0.0277,0.515192,1.401982,0.309032,187.8414,0.037164
1.6688,3,7,0.0277,0.512842,1.311431,0.289413,232.5519,0.03887
1.6688,3,8,0.0277,0.516713,1.352435,0.27484,255.9674,0.036905
1.6688,3,9,0.0277,0.537508,1.348137,0.288282,281.1869,0.040065
1.6688,3,10,0.0277,0.459773,1.322257,0.30585,317.2911,0.038956
1.6688,3,11,0.0277,0.524654,1.45195,0.293236,355.8459,0.037952
1.6688,3,12,0.0277,0.523889,1.350825,0.294743,369.3345,0.036893
1.7617,1,0,0.8019,0.422675,0.854848,0.740046,0.0,0.044567
1.7617,1,1,0.8019,0.390773,0.871697,0.706646,26.9345,0.048847
1.7617,1,2,0.8019,0.471445,0.905777,0.64703,57.1102,0.046713
1.7617,1,3,0.8019,0.415727,0.892478,0.770095,86.8766,0.046648
1.7617,1,4,0.8019,0.410881,0.875132,0.736641,110.2421,0.052439
1.7617,2,0,0.8019,0.457231,1.258333,0.46247,0.0,0.047422
1.7617,2,1,0.8019,0.489266,1.110507,0.446648,33.1996,0.03962
1.7617,2,2,0.8019,0.437415,1.224574,0.459033,68.9903,0.044536
1.7617,2,3,0.8019,0.490386,1.156156,0.470557,104.226,0.043434
1.7617,2,4,0.8019,0.482011,1.175266,0.452376,139.5717,0.042128
1.7617,2,5,0.8019,0.444779,1.165045,0.397771,172.3715,0.045068
1.7617,2,6,0.8019,0.462895,1.115001,0.404709,203.6427,0.039601
1.7617,2,7,0.8019,0.496488,1.237595,0.435145,237.6569,0.044593
1.7617,3,0,0.8019,0.523531,1.814265,0.244028,0.0,0.040453
1.7617,3,1,0.8019,0.518593,1.809101,0.217548,31.1012,0.040628
1.7617,3,2,0.8019,0.49408,1.751745,0.215929,62.0666,0.04042
1.7617,3,3,0.8019,0.534822,1.758167,0.216922,90.9056,0.041118
1.7617,3,4,0.8019,0.541587,1.657446,0.225293,128.7382,0.040052
1.7617,3,5,0.8019,0.518404,1.688614,0.227929,160.4213,0.042038
1.7617,3,6,0.8019,0.538547,1.786092,0.236284,195.1655,0.039501
1.7617,3,7,0.8019,0.519326,2.021965,0.222509,225.2103,0.041503
1.7617,3,8,0.8019,0.537161,1.815433,0.20835,261.691,0.037511
1.7617,3,9,0.8019,0.583858,1.688968,0.220692,283.8102,0.038944
1.7617,3,10,0.8019,0.543149,1.674562,0.221174,326.1493,0.039106
1.7617,3,11,0.8019,0.547565,1.773232,0.220157,353.683,0.039101
1.7617,3,12,0.8019,0.476002,1.952363,0.237875,379.5311,0.036677
3.2436,1,0,0.7737,0.769119,1.596793,0.703239,0.0,0.089057
3.2436,1,1,0.7737,0.803718,1.621329,0.687538,28.0246,0.083325
3.2436,1,2,0.7737,0.80794,1.523293,0.656159,53.7506,0.083185
3.2436,1,3,0.7737,0.768772,1.623171,0.722233,86.8416,0.090258
3.2436,1,4,0.7737,0.78158,1.595804,0.768396,109.2738,0.089403
3.2436,2,0,0.7737,0.923143,2.342072,0.435627,0.0,0.081824
3.2436,2,1,0.7737,0.850674,2.08707,0.475956,33.9547,0.081797
3.2436,2,2,0.7737,0.885898,2.214593,0.504629,68.144,0.080653
3.2436,2,3,0.7737,0.877185,2.254457,0.437953,103.426,0.085067
3.2436,2,4,0.7737,0.924486,2.169919,0.482347,135.088,0.082237
3.2436,2,5,0.7737,0.888429,2.52642,0.502438,176.5699,0.082755
3.2436,2,6,0.7737,0.885813,2.33504,0.45047,199.0872,0.08046
3.2436,2,7,0.7737,0.92172,1.983547,0.438011,240.7167,0.080792
3.2436,3,0,0.7737,0.975738,3.192338,0.225292,0.0,0.070628
3.2436,3,1,0.7737,0.976518,3.575825,0.243075,30.7122,0.071274
3.2436,3,2,0.7737,0.973287,3.477399,0.230045,63.067,0.073453
3.2436,3,3,0.7737,0.984798,3.169332,0.220696,94.468,0.073711
3.2436,3,4,0.7737,0.990814,3.383539,0.219194,128.0322,0.076269
3.2436,3,5,0.7737,1.058037,3.334145,0.222975,164.7191,0.074362
3.2436,3,6,0.7737,0.926439,3.094627,0.235084,191.8085,0.065203
3.2436,3,7,0.7737,1.061058,3.254784,0.226376,216.5802,0.067361
3.2436,3,8,0.7737,0.938909,3.316564,0.24698,251.4858,0.068316
3.2436,3,9,0.7737,0.970465,3.297798,0.241727,286.7626,0.07081
3.2436,3,10,0.7737,0.990988,3.118857,0.259661,310.8041,0.072099
3.2436,3,11,0.7737,0.987039,3.036944,0.230715,354.0574,0.073134
3.2436,3,12,0.7737,1.004661,3.215502,0.239613,391.8719,0.073745
4.4379,1,0,0.6769,1.020568,2.178994,0.717001,0.0,0.11924
4.4379,1,1,0.6769,1.077791,2.033285,0.703494,25.6838,0.124339
4.4379,1,2,0.6769,1.056512,2.121518,0.746302,53.6122,0.127274
4.4379,1,3,0.6769,1.089144,2.256723,0.716394,80.5802,0.127216
4.4379,1,4,0.6769,1.015184,2.193857,0.682761,110.6039,0.119059
4.4379,2,0,0.6769,1.267794,3.101232,0.491069,0.0,0.11378
4.4379,2,1,0.6769,1.237853,3.125399,0.44377,35.0079,0.108299
4.4379,2,2,0.6769,1.214346,3.064538,0.502575,71.0482,0.110383
4.4379,2,3,0.6769,1.211991,2.872454,0.474251,106.4418,0.110704
4.4379,2,4,0.6769,1.265187,2.661103,0.494967,141.5568,0.116982
4.4379,2,5,0.6769,1.175884,3.005502,0.442597,169.2109,0.1079
4.4379,2,6,0.6769,1.272341,2.982333,0.457425,211.5133,0.103549
4.4379,2,7,0.6769,1.265406,2.979514,0.486351,232.5218,0.110131
4.4379,3,0,0.6769,1.381178,3.980598,0.235668,0.0,0.100689
4.4379,3,1,0.6769,1.370061,3.788628,0.247069,31.074,0.098597
4.4379,3,2,0.6769,1.152929,4.131688,0.24415,61.7719,0.100513
4.4379,3,3,0.6769,1.332363,4.706358,0.241719,98.3719,0.098826
4.4379,3,4,0.6769,1.395178,4.541691,0.228733,126.1359,0.095525
4.4379,3,5,0.6769,1.335381,4.236587,0.255111,157.9353,0.103001
4.4379,3,6,0.6769,1.439476,4.412179,0.246326,181.7177,0.10477
4.4379,3,7,0.6769,1.457302,4.496847,0.245516,215.0161,0.095934
4.4379,3,8,0.6769,1.298186,4.661069,0.248442,256.7176,0.103003
4.4379,3,9,0.6769,1.315959,4.130218,0.237891,284.5853,0.105419
4.4379,3,10,0.6769,1.275829,4.424593,0.232981,323.7246,0.103492
4.4379,3,11,0.6769,1.40517,4.56365,0.230679,334.4933,0.106848
4.4379,3,12,0.6769,1.382942,4.183517,0.222402,384.8935,0.103303
3.2013,1,0,0.7813,0.75679,1.639554,0.627198,0.0,0.085148
3.2013,1,1,0.7813,0.860489,1.555979,0.689048,27.3626,0.082623
3.2013,1,2,0.7813,0.82954,1.571909,0.642807,56.0388,0.09026
3.2013,1,3,0.7813,0.73476,1.699134,0.700044,82.2316,0.081951
3.2013,1,4,0.7813,0.719705,1.572901,0.701835,109.2751,0.09063
3.2013,2,0,0.7813,0.945198,2.048088,0.468248,0.0,0.073019
3.2013,2,1,0.7813,0.846227,2.269649,0.471045,34.1524,0.078533
3.2013,2,2,0.7813,0.829823,2.084745,0.463139,68.8204,0.083593
3.2013,2,3,0.7813,0.797478,2.141515,0.488943,100.5323,0.082797
3.2013,2,4,0.7813,0.859529,2.281773,0.511668,138.1318,0.079871
3.2013,2,5,0.7813,0.785771,2.256413,0.4849,167.1833,0.076192
3.2013,2,6,0.7813,0.890985,2.204066,0.428889,202.8523,0.083815
3.2013,2,7,0.7813,0.850675,2.055217,0.449062,246.8345,0.071915
3.2013,3,0,0.7813,0.92932,3.134479,0.248617,0.0,0.069769
3.2013,3,1,0.7813,0.973611,3.302033,0.218294,31.2085,0.070517
3.2013,3,2,0.7813,0.927271,3.132152,0.244946,64.0771,0.070849
3.2013,3,3,0.7813,0.982673,3.283672,0.22481,92.1339,0.07177
3.2013,3,4,0.7813,0.992094,3.309887,0.223142,129.1808,0.062034
3.2013,3,5,0.7813,0.98574,3.215241,0.232218,153.955,0.071887
3.2013,3,6,0.7813,1.004822,3.136526,0.227133,188.9387,0.076202
3.2013,3,7,0.7813,0.928814,3.411421,0.225781,210.1538,0.074456
3.2013,3,8,0.7813,0.910659,2.876632,0.23651,254.1259,0.069289
3.2013,3,9,0.7813,0.995766,3.06637,0.232561,297.5723,0.072087
3.2013,3,10,0.7813,0.984843,2.919688,0.248575,327.7069,0.074268
3.2013,3,11,0.7813,0.9639,2.98786,0.213478,338.5726,0.07081
3.2013,3,12,0.7813,0.968709,3.005091,0.235779,360.2366,0.068176
4.0971,1,0,0.7339,0.948982,2.134181,0.737662,0.0,0.105926
4.0971,1,1,0.7339,0.909644,1.992152,0.696097,27.6727,0.105032
4.0971,1,2,0.7339,0.946967,1.988856,0.669995,55.1814,0.111448
4.0971,1,3,0.7339,0.968072,1.893864,0.656592,82.2542,0.120459
4.0971,1,4,0.7339,1.0191,2.08314,0.729242,108.4116,0.111177
4.0971,2,0,0.7339,1.118192,2.873354,0.448412,0.0,0.109826
4.0971,2,1,0.7339,0.981803,2.762348,0.457937,34.1185,0.104547
4.0971,2,2,0.7339,1.109617,2.77963,0.472453,67.9025,0.104833
4.0971,2,3,0.7339,1.094857,2.490598,0.490522,108.1796,0.089477
4.0971,2,4,0.7339,1.069703,2.953451,0.454243,131.2497,0.106207
4.0971,2,5,0.7339,1.153893,2.863294,0.451475,167.8972,0.103191
4.0971,2,6,0.7339,1.175985,2.789496,0.46305,205.3205,0.111529
4.0971,2,7,0.7339,1.078414,2.734829,0.480422,229.2108,0.103469
4.0971,3,0,0.7339,1.427779,3.84761,0.236704,0.0,0.095671
4.0971,3,1,0.7339,1.286427,3.854353,0.225464,32.2067,0.086637
4.0971,3,2,0.7339,1.317539,4.107322,0.247543,64.7924,0.091231
4.0971,3,3,0.7339,1.172708,3.890007,0.223071,97.0334,0.096068
4.0971,3,4,0.7339,1.269435,3.70515,0.234333,126.1507,0.094748
4.0971,3,5,0.7339,1.10926,3.658077,0.231936,160.9387,0.090866
4.0971,3,6,0.7339,1.135079,4.241957,0.23176,189.9598,0.090997
4.0971,3,7,0.7339,1.188222,3.854464,0.226306,222.3175,0.09264
4.0971,3,8,0.7339,1.258264,3.797216,0.244463,249.0236,0.08576
4.0971,3,9,0.7339,1.118355,3.855707,0.23422,285.5328,0.089228
4.0971,3,10,0.7339,1.150952,3.867492,0.216001,317.5295,0.093851
4.0971,3,11,0.7339,1.252515,3.952366,0.25192,346.0009,0.089183
4.0971,3,12,0.7339,1.177493,4.159063,0.232112,376.3926,0.091945
2.5012,1,0,0.6324,0.578184,1.141039,0.703549,0.0,0.066959
2.5012,1,1,0.6324,0.546129,1.194442,0.744705,26.5175,0.072507
2.5012,1,2,0.6324,0.61743,1.264542,0.767346,54.6344,0.068898
2.5012,1,3,0.6324,0.571241,1.161305,0.753029,81.8026,0.066899
2.5012,1,4,0.6324,0.611717,1.176092,0.725645,108.424,0.061119
2.5012,2,0,0.6324,0.654185,1.818166,0.452249,0.0,0.063193
2.5012,2,1,0.6324,0.683865,1.575217,0.514536,32.9157,0.062379
2.5012,2,2,0.6324,0.680731,1.682178,0.514854,66.7581,0.064595
2.5012,2,3,0.6324,0.677585,1.66659,0.482012,106.9464,0.062506
2.5012,2,4,0.6324,0.69503,1.640437,0.506503,135.6,0.065342
2.5012,2,5,0.6324,0.681843,1.842264,0.478333,171.8506,0.057693
2.5012,2,6,0.6324,0.679995,1.551894,0.538947,209.7932,0.059509
2.5012,2,7,0.6324,0.684616,1.837333,0.460011,249.5827,0.061587
2.5012,3,0,0.6324,0.77263,2.304154,0.260041,0.0,0.053239
2.5012,3,1,0.6324,0.835931,2.171596,0.236826,30.281,0.048219
2.5012,3,2,0.6324,0.768296,2.234653,0.24098,63.0761,0.057102
2.5012,3,3,0.6324,0.770589,2.253488,0.22633,92.8045,0.056998
2.5012,3,4,0.6324,0.755478,2.373501,0.241302,125.1552,0.061333
2.5012,3,5,0.6324,0.713636,2.359805,0.230658,156.7874,0.051267
2.5012,3,6,0.6324,0.789834,2.440811,0.224982,190.2076,0.05064
2.5012,3,7,0.6324,0.746917,2.37541,0.247187,224.9049,0.054858
2.5012,3,8,0.6324,0.670727,2.403319,0.219203,250.8439,0.055216
2.5012,3,9,0.6324,0.763028,2.281512,0.233595,288.2827,0.055818
2.5012,3,10,0.6324,0.791162,2.331039,0.249913,322.3416,0.054194
2.5012,3,11,0.6324,0.767755,2.290399,0.242503,351.6775,0.055135
2.5012,3,12,0.6324,0.702507,2.507166,0.265063,378.4063,0.06092
4.5307,1,0,0.9055,1.068723,2.215806,0.644968,0.0,0.118609
4.5307,1,1,0.9055,1.087559,2.093421,0.643497,27.5513,0.12499
4.5307,1,2,0.9055,1.035999,2.246366,0.68514,54.2638,0.114611
4.5307,1,3,0.9055,1.147259,2.480902,0.670536,85.42,0.126173
4.5307,1,4,0.9055,1.137375,2.380161,0.609733,109.0083,0.130474
4.5307,2,0,0.9055,1.175968,3.166827,0.443074,0.0,0.110435
4.5307,2,1,0.9055,1.257981,3.595926,0.419573,34.6416,0.107905
4.5307,2,2,0.9055,1.228945,3.350309,0.488712,70.6822,0.116962
4.5307,2,3,0.9055,1.195715,3.372268,0.394056,102.2704,0.111336
4.5307,2,4,0.9055,1.238248,3.439536,0.431258,142.4278,0.105373
4.5307,2,5,0.9055,1.1712,3.378677,0.40612,176.0913,0.107681
4.5307,2,6,0.9055,1.263582,3.472894,0.415929,208.5593,0.124798
4.5307,2,7,0.9055,1.269342,3.120435,0.40604,253.7998,0.109943
4.5307,3,0,0.9055,1.339727,4.577437,0.201909,0.0,0.107151
4.5307,3,1,0.9055,1.293842,4.40483,0.21754,29.6104,0.09739
4.5307,3,2,0.9055,1.457828,4.765455,0.218077,64.011,0.096917
4.5307,3,3,0.9055,1.284665,4.505121,0.208654,95.3069,0.0996
4.5307,3,4,0.9055,1.388079,4.758282,0.219027,126.7724,0.097857
4.5307,3,5,0.9055,1.348467,4.622234,0.209954,157.8903,0.091575
4.5307,3,6,0.9055,1.415653,4.253952,0.219768,193.3874,0.095047
4.5307,3,7,0.9055,1.28773,4.339635,0.207722,228.1941,0.106645
4.5307,3,8,0.9055,1.384563,4.470506,0.194242,253.8965,0.107081
4.5307,3,9,0.9055,1.375863,4.568272,0.224346,280.7449,0.099509
4.5307,3,10,0.9055,1.355892,4.643235,0.216807,319.8076,0.089104
4.5307,3,11,0.9055,1.357088,4.09635,0.207747,335.9958,0.094419
4.5307,3,12,0.9055,1.38817,4.358859,0.230339,364.7739,0.096064
4.8386,1,0,0.9217,1.026193,2.468871,0.626977,0.0,0.119869
4.8386,1,1,0.9217,1.134066,2.511966,0.644237,27.1208,0.106712
4.8386,1,2,0.9217,1.199793,2.434792,0.649058,58.2512,0.136103
4.8386,1,3,0.9217,1.11018,2.307179,0.604832,81.985,0.119052
4.8386,1,4,0.9217,1.203879,2.515992,0.645251,107.6911,0.130194
4.8386,2,0,0.9217,1.205847,3.203918,0.419735,0.0,0.122523
4.8386,2,1,0.9217,1.412579,3.434141,0.44481,33.5417,0.115812
4.8386,2,2,0.9217,1.263613,3.195155,0.446691,68.0215,0.118539
4.8386,2,3,0.9217,1.28001,3.347719,0.437678,100.8308,0.117875
4.8386,2,4,0.9217,1.236276,3.34925,0.402549,140.2666,0.120936
4.8386,2,5,0.9217,1.438756,3.612551,0.447241,171.6449,0.11553
4.8386,2,6,0.9217,1.225808,3.573956,0.422917,199.0613,0.119167
4.8386,2,7,0.9217,1.196553,3.350897,0.419588,241.7754,0.111034
4.8386,3,0,0.9217,1.407347,4.887569,0.207557,0.0,0.110428
4.8386,3,1,0.9217,1.496946,4.933783,0.232639,31.0783,0.109032
4.8386,3,2,0.9217,1.365036,4.897612,0.20472,61.4178,0.108843
4.8386,3,3,0.9217,1.403616,5.090407,0.211918,95.5442,0.109331
4.8386,3,4,0.9217,1.508037,4.799673,0.219927,127.1187,0.116427
4.8386,3,5,0.9217,1.475072,4.92705,0.238478,164.4594,0.108193
4.8386,3,6,0.9217,1.349605,4.831143,0.210034,180.5746,0.11008
4.8386,3,7,0.9217,1.438035,4.740639,0.209671,225.7352,0.109722
4.8386,3,8,0.9217,1.366428,4.97347,0.223435,254.1173,0.102097
4.8386,3,9,0.9217,1.473717,4.848933,0.234445,286.5921,0.10337
4.8386,3,10,0.9217,1.505363,5.065498,0.233427,328.342,0.10472
4.8386,3,11,0.9217,1.408735,5.157438,0.220123,358.6169,0.109792
4.8386,3,12,0.9217,1.459098,4.828814,0.219849,358.1326,0.10185
3.1522,1,0,0.2857,0.774457,1.422452,0.795402,0.0,0.084824
3.1522,1,1,0.2857,0.819939,1.389524,0.838814,26.6388,0.09174
3.1522,1,2,0.2857,0.795171,1.33753,0.838581,54.5129,0.084348
3.1522,1,3,0.2857,0.75622,1.39626,0.830593,84.019,0.091185
3.1522,1,4,0.2857,0.686837,1.444945,0.838973,108.4368,0.093343
3.1522,2,0,0.2857,0.783318,1.950642,0.589927,0.0,0.076871
3.1522,2,1,0.2857,0.856675,1.788371,0.537064,33.9036,0.08091
3.1522,2,2,0.2857,0.847456,1.978281,0.529718,67.9756,0.084766
3.1522,2,3,0.2857,0.90891,1.859686,0.520097,98.3981,0.08875
3.1522,2,4,0.2857,0.842751,1.908432,0.516603,141.5251,0.085773
3.1522,2,5,0.2857,0.811582,1.999925,0.547314,167.5275,0.074402
3.1522,2,6,0.2857,0.782072,1.943144,0.535664,210.763,0.086089
3.1522,2,7,0.2857,0.859455,1.981022,0.543898,234.5023,0.07786
3.1522,3,0,0.2857,0.948011,2.734689,0.290431,0.0,0.07319
3.1522,3,1,0.2857,0.95541,2.802269,0.263194,31.9549,0.073003
3.1522,3,2,0.2857,0.917686,2.688554,0.290199,64.9964,0.071461
3.1522,3,3,0.2857,0.935883,2.673296,0.281774,94.9637,0.079602
3.1522,3,4,0.2857,0.827309,2.856656,0.277089,123.783,0.072566
3.1522,3,5,0.2857,0.905397,2.897953,0.269536,158.8702,0.074478
3.1522,3,6,0.2857,0.840956,2.866066,0.258829,184.7587,0.07671
3.1522,3,7,0.2857,0.99377,2.902688,0.292704,216.7409,0.081095
3.1522,3,8,0.2857,1.019565,2.713532,0.286247,248.2684,0.072149
3.1522,3,9,0.2857,0.92245,2.730125,0.257,292.8604,0.068183
3.1522,3,10,0.2857,0.993641,2.927179,0.285565,329.16,0.069533
3.1522,3,11,0.2857,0.948959,2.589674,0.283289,341.1368,0.072927
3.1522,3,12,0.2857,0.950272,2.843016,0.285533,376.8217,0.065597
3.7858,1,0,0.869,0.826403,1.855255,0.646884,0.0,0.098043
3.7858,1,1,0.869,0.831907,1.987592,0.726142,27.1535,0.102004
3.7858,1,2,0.869,0.827192,1.926766,0.723319,55.4159,0.099389
3.7858,1,3,0.869,0.916647,1.863117,0.697973,85.2952,0.107636
3.7858,1,4,0.869,0.894555,1.879697,0.648081,109.1944,0.108908
3.7858,2,0,0.869,1.051795,2.628448,0.437006,0.0,0.098699
3.7858,2,1,0.869,1.040849,2.422389,0.454877,33.7989,0.089067
3.7858,2,2,0.869,0.908694,2.400872,0.439864,68.5321,0.098953
3.7858,2,3,0.869,0.965778,2.610293,0.430099,102.7308,0.103568
3.7858,2,4,0.869,1.109719,2.738182,0.505851,136.038,0.087967
3.7858,2,5,0.869,1.017751,2.671965,0.472522,166.6519,0.090916
3.7858,2,6,0.869,1.058182,2.76202,0.453231,203.367,0.092366
3.7858,2,7,0.869,1.028453,2.832606,0.445178,246.1141,0.093589
3.7858,3,0,0.869,1.088525,3.984944,0.236762,0.0,0.08344
3.7858,3,1,0.869,1.091967,3.894265,0.228453,31.1473,0.08327
3.7858,3,2,0.869,1.046429,3.6528,0.219708,65.5745,0.082172
3.7858,3,3,0.869,1.050319,3.857772,0.209616,94.073,0.091166
3.7858,3,4,0.869,1.188098,3.763469,0.21238,127.3302,0.091483
3.7858,3,5,0.869,1.202424,3.530497,0.223622,158.3594,0.087794
3.7858,3,6,0.869,1.111086,3.928571,0.233382,192.067,0.086237
3.7858,3,7,0.869,1.117297,4.042755,0.216356,217.8928,0.091907
3.7858,3,8,0.869,1.145007,3.485543,0.220995,254.3697,0.087126
3.7858,3,9,0.869,1.05003,3.746189,0.197231,292.157,0.082607
3.7858,3,10,0.869,1.065269,3.87574,0.213481,300.0693,0.078678
3.7858,3,11,0.869,1.120313,3.789279,0.215585,344.5599,0.088772
3.7858,3,12,0.869,1.267148,3.850612,0.19791,372.4033,0.088742
4.6645,1,0,0.2354,1.23043,1.90566,0.866399,0.0,0.133188
4.6645,1,1,0.2354,1.082595,2.00772,0.781674,27.9843,0.128918
4.6645,1,2,0.2354,1.087898,2.163341,0.813613,55.3673,0.12987
4.6645,1,3,0.2354,1.069623,1.852019,0.881681,82.4559,0.136543
4.6645,1,4,0.2354,1.225588,1.888594,0.852721,110.2559,0.14193
4.6645,2,0,0.2354,1.216771,2.825895,0.559925,0.0,0.121777
4.6645,2,1,0.2354,1.17553,2.759053,0.566256,36.4362,0.121579
4.6645,2,2,0.2354,1.259806,2.847056,0.531691,66.3851,0.118527
4.6645,2,3,0.2354,1.194921,2.733907,0.592213,96.627,0.12448
4.6645,2,4,0.2354,1.237116,2.716308,0.527681,143.0878,0.107307
4.6645,2,5,0.2354,1.296412,2.733744,0.561442,168.6547,0.123455
4.6645,2,6,0.2354,1.208333,2.766823,0.618237,206.624,0.110263
4.6645,2,7,0.2354,1.206408,2.998649,0.627527,235.0326,0.118461
4.6645,3,0,0.2354,1.328343,4.019728,0.266835,0.0,0.111693
4.6645,3,1,0.2354,1.47321,4.034469,0.274367,31.6997,0.115728
4.6645,3,2,0.2354,1.462013,4.099257,0.26791,64.0313,0.099283
4.6645,3,3,0.2354,1.339239,4.035232,0.27668,91.7615,0.110502
4.6645,3,4,0.2354,1.2744,4.0406,0.284037,127.6148,0.103616
4.6645,3,5,0.2354,1.336479,4.138353,0.281464,152.0029,0.104983
4.6645,3,6,0.2354,1.535131,3.980141,0.289452,183.9667,0.10437
4.6645,3,7,0.2354,1.450901,3.905959,0.278135,217.8171,0.112916
4.6645,3,8,0.2354,1.396386,3.894812,0.268213,253.8597,0.113065
4.6645,3,9,0.2354,1.356407,4.024773,0.253405,279.2836,0.11064
4.6645,3,10,0.2354,1.362534,4.217262,0.289321,318.2242,0.101914
4.6645,3,11,0.2354,1.448409,4.104266,0.263653,343.0586,0.107527
4.6645,3,12,0.2354,1.40766,4.24937,0.27342,378.0191,0.110789
3.4385,1,0,0.8103,0.782276,1.766705,0.716348,0.0,0.09396
3.4385,1,1,0.8103,0.836878,1.732396,0.706793,27.8366,0.085776
3.4385,1,2,0.8103,0.746792,1.746649,0.729863,55.2558,0.096947
3.4385,1,3,0.8103,0.747245,1.689191,0.708464,86.9737,0.09067
3.4385,1,4,0.8103,0.837414,1.822082,0.60888,106.5994,0.092101
3.4385,2,0,0.8103,0.874179,2.24526,0.445705,0.0,0.083419
3.4385,2,1,0.8103,1.030429,2.309356,0.462904,33.856,0.080418
3.4385,2,2,0.8103,0.891946,2.655247,0.438166,69.1387,0.094104
3.4385,2,3,0.8103,0.946738,2.233658,0.487523,102.486,0.085761
3.4385,2,4,0.8103,0.924768,2.572952,0.443942,133.1329,0.084155
3.4385,2,5,0.8103,0.904862,2.668051,0.449216,172.7782,0.080254
3.4385,2,6,0.8103,0.979662,2.483536,0.445326,203.6509,0.078247
3.4385,2,7,0.8103,0.924172,2.28173,0.478776,248.7839,0.089878
3.4385,3,0,0.8103,1.102304,3.329547,0.216938,0.0,0.071999
3.4385,3,1,0.8103,1.099561,3.399256,0.240676,30.8991,0.07625
3.4385,3,2,0.8103,1.094035,3.216582,0.22487,61.77,0.070162
3.4385,3,3,0.8103,1.15154,3.379059,0.252886,94.6898,0.081032
3.4385,3,4,0.8103,1.133536,3.286387,0.230321,125.6106,0.07546
